,GSM3319036_Ovary Normal_eHormones,GSM3319036_Ovary Normal_eStromal,GSM3319040_Ovary Normal_eStromal,GSM3319041_Ovary Normal_eHormones,GSM3319041_Ovary Normal_eStromal,GSM3319042_Ovary Normal_eStromal,GSM3319043_Ovary Normal_eHormones,GSM3319043_Ovary Normal_eStromal,GSM3557960_Ovary Normal_eStromal,GSM3557970_Ovary Normal_eStromal,GSM3557971_Ovary Normal_eHormones,GSM3557972_Ovary Normal_eHormones,GSM3557973_Ovary Normal_eHormones,GSM4568674_Fallopian Tube Normal_secretory cell,GSM4568675_Fallopian Tube Normal_ciliated epithelial cell,GSM4568675_Fallopian Tube Normal_secretory cell,GSM4568676_Fallopian Tube Normal_ciliated epithelial cell,GSM4568676_Fallopian Tube Normal_secretory cell,GSM4568677_Fallopian Tube Normal_secretory cell,GSM4568678_Fallopian Tube Normal_ciliated epithelial cell,GSM4568678_Fallopian Tube Normal_secretory cell,GSM4568679_Fallopian Tube Normal_ciliated epithelial cell,GSM4568679_Fallopian Tube Normal_secretory cell,GSM4568681_Fallopian Tube Normal_ciliated epithelial cell,GSM4568681_Fallopian Tube Normal_secretory cell,GSM4568682_Fallopian Tube Normal_ciliated epithelial cell,GSM4568682_Fallopian Tube Normal_secretory cell,GSM4568684_Fallopian Tube Normal_ciliated epithelial cell,GSM4568684_Fallopian Tube Normal_secretory cell,GSM4568685_Fallopian Tube Normal_ciliated epithelial cell,GSM4568685_Fallopian Tube Normal_secretory cell,GSM4675273_Cancer,GSM4675277_Cancer,ov_GSE184880_GSM5599224_Ovary Normal_eHormones,ov_GSE184880_GSM5599225_Cancer,ov_GSE184880_GSM5599226_Cancer,ov_GSE184880_GSM5599230_Cancer,ov_GSE184880_GSM5599231_Cancer,ov_GSE213243_GSM6576367_Cancer,pan_blue_hgstoc_SOL012_Cancer,pan_blueprint_ovary_scrSOL004_Cancer
SCAP,0.570065,0.31210238,0.23928848,0.301086,0.20233488,0.22174074,0.31616688,0.2520247,0.2616861,0.21570721,0.64307123,0.5386419,0.59289265,0.14427105,0.1686937,0.22729474,0.15755133,0.14237395,0.08664635,0.32692093,0.2939121,0.18810344,0.14504963,0.27164486,0.19416654,0.25198385,0.07151956,0.1266955,0.117605045,0.1243707,0.024296433,0.13002503,0.39901006,0.68373215,0.2436656,0.15435754,0.1995807,0.16052546,0.20805295,0.110833704,0.12177939
DCP1A,0.4483368,1.3478625,0.5119781,0.25007504,0.5712438,0.951184,0.34788123,0.9337794,0.6501939,0.729915,0.21922073,0.38572484,0.20817174,0.23216464,0.20236191,0.1396343,0.2832908,0.29440513,0.2964672,0.21841463,0.25203195,0.2861464,0.3691412,0.25180054,0.16641183,0.23369133,0.37580255,0.23571017,0.28305006,0.18999462,0.16342564,0.44733086,0.22717655,0.10597607,0.21742766,0.16588293,0.31011155,0.16583441,0.24352713,0.12802947,0.3400728
LRTM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053936946,0.0,0.0,0.0,0.0,0.006729914,0.0,0.018414414,0.0034997722,0.022754027,0.039243836,0.002211944,0.06454228,0.0,0.030973785,0.0,0.019831218,0.0,0.034610495,0.011687176,0.014259815,0.0,0.005895421,0.07576973,0.010939177,0.0,0.006585557,0.0,0.013500321,0.022366768,0.0053713294,0.0049274876,0.04327656
PDHB,1.0439299,0.5133236,0.4823431,1.6217356,0.42204344,0.5451638,0.90361303,0.47248194,0.5745467,0.6439304,1.1247671,0.5233977,1.8695687,0.25627342,0.5157418,0.36725068,0.27630946,0.20253366,0.45246574,0.31112424,0.3979992,0.4519764,0.24930684,0.3560246,0.4114004,0.48704147,0.40384743,0.4756932,0.43297696,0.5449458,0.4693936,0.5273624,0.98693645,0.9486458,0.3754768,0.33578357,0.5892946,0.31058425,0.5326386,0.32169884,0.5254786
FAM107A,0.05145829,0.0,0.031105356,0.13334973,0.033555888,0.09370101,0.009234289,0.0,0.031262446,0.08392176,0.10550672,0.0,0.19199777,1.7633437,0.08639526,0.7837932,0.13100915,1.0549216,1.0918406,0.025004953,1.0450972,0.04892937,0.93874747,0.017429363,0.9716696,0.03688872,1.1991994,0.027022425,0.5680113,0.11341354,0.95151865,0.06201709,0.038498722,0.006173248,0.22190185,0.011975234,0.30883983,0.28411585,0.5014551,0.062898286,0.049869306
RYBP,0.30351517,0.9840528,1.918269,0.38127238,2.6480088,2.1744578,0.41430518,2.4141743,1.1902761,0.918451,0.25619805,0.3157857,0.38935727,0.44995084,0.3001635,0.25321898,0.6697297,0.8334765,0.5087447,0.5168926,0.5869441,0.34796736,0.7842971,0.32059982,0.4045033,0.32035735,0.37642917,0.6318856,0.4175191,0.30908427,0.20655568,0.32650757,0.38262352,0.31884903,0.3992085,0.30655763,0.46357092,0.7394092,0.8416035,0.21080571,0.3700689
FILIP1L,0.4266867,2.8887448,3.1425238,0.13847229,4.9247923,4.150568,0.19118999,5.3112803,3.851078,4.38847,0.06166511,0.3643731,0.053678222,0.041360404,0.05075817,0.0030953952,0.030502157,0.04368043,0.00285809,0.03944807,0.13087898,0.011638966,0.03203845,0.005594553,0.0,0.0025672645,0.012394296,0.0037496714,0.014048601,0.0,0.023099385,0.34977663,0.07128785,0.25027356,0.038893875,0.089093775,0.40655708,0.008652528,0.03570657,0.055678826,0.3134567
TBC1D23,0.28536516,1.044147,1.117824,0.15841776,1.9802473,1.1213617,0.23281394,1.2684034,1.4503609,1.488563,0.18634881,0.2569372,0.18940131,0.11834224,0.11447894,0.23870936,0.14384925,0.11515131,0.102486484,0.16963772,0.051330205,0.2104235,0.1517301,0.18074551,0.27309474,0.17034677,0.19453663,0.14213394,0.1697812,0.079970464,0.027162354,0.16338772,0.09775072,0.57973605,0.25049937,0.18388438,0.16728562,0.25329834,0.23456678,0.22399975,0.0
ABI3BP,0.0,0.015612806,0.012193053,0.0,0.0,0.0,0.019110678,0.031387124,0.0,0.0034583053,0.0,0.0,0.0,0.2598978,0.026874933,0.2507181,0.04787729,0.21843092,0.21331355,0.040287238,0.60496324,0.02347224,0.2887039,0.006401502,0.56443614,0.02982804,0.34109962,0.019274602,0.29355544,0.11035393,0.24396259,0.0064938203,0.0,0.016237745,0.04340278,0.03257988,0.0154011585,0.0028103006,0.0017767121,0.036905,0.042476915
IMPG2,0.0,0.0,0.0,0.0,0.016502712,0.0,0.00397757,0.07725826,0.0,0.0,0.0044570253,0.0,0.0,0.18793592,0.048443433,0.28008696,0.08466233,0.14767857,0.19230513,0.03844026,0.17037185,0.01784831,0.1344463,0.045966268,0.11173182,0.021817118,0.21348388,0.0364352,0.07730661,0.021082079,0.1257112,0.0,0.0118471375,0.0,0.03229395,0.23584251,0.007976316,0.037697233,0.0038671202,0.03831578,0.0
CD200,0.015724061,0.030041125,0.13898149,0.09065033,0.08859552,0.16948642,0.043597676,0.042575117,0.20291193,0.20338316,0.01587885,0.0998643,0.15403326,0.48260748,0.18622057,0.5636107,0.26732215,0.6565905,0.93544525,0.34420592,0.96208507,0.21531205,0.46507013,0.28601247,1.0176793,0.2718434,0.6509216,0.32632115,0.50257826,0.23249547,0.732037,0.020069052,0.19278175,0.48859888,0.2314337,0.20518254,0.0033886952,0.057364438,0.017002761,0.3802407,0.10025841
SLC15A2,0.008131726,0.004436228,0.0,0.0046418696,0.009554201,0.0,0.015794272,0.0,0.005545286,0.0,0.0,0.0,0.021489862,0.31323376,0.048108447,0.4918357,0.023882836,0.14985788,0.16720667,0.014412463,0.29077762,0.004563454,0.19797918,0.017249413,0.3019129,0.0060139797,0.16103779,0.012640879,0.1461922,0.0,0.10695892,0.038847573,0.019169262,0.013424088,0.12950532,0.020234209,0.03010751,0.12094162,0.04176219,0.03810663,0.0
WDR5B,0.02777609,0.0,0.0,0.07530039,0.0,0.0,0.033926602,0.0,0.009910503,0.015842702,0.06234612,0.04325968,0.04563623,0.024471689,0.1123561,0.037120815,0.10006486,0.01956483,0.07312487,0.23995295,0.02065944,0.20919244,0.059988476,0.18457827,0.069670305,0.29629067,0.014605348,0.1744048,0.054860175,0.105305545,0.041916605,0.052759748,0.1520198,0.055757694,0.0780679,0.020635717,0.045936555,0.03740707,0.14932811,0.08467225,0.07085916
PLXNA1,0.12804195,0.08980727,0.0,0.120696634,0.06534289,0.04574461,0.118151166,0.06048973,0.060298163,0.04882625,0.19227935,0.41819194,0.19693086,0.033154152,0.025288725,0.05520567,0.03370219,0.061253566,0.029042948,0.036967237,0.035587743,0.074278496,0.07682721,0.062213246,0.044260897,0.066706754,0.06883895,0.026793426,0.011690008,0.0131704435,0.024197733,0.25624093,0.0736608,0.22272402,0.15729398,0.0678179,0.15303095,0.18342374,0.25286946,0.21279395,0.124514945
LINC01391,0.25921032,0.0,0.034402557,0.07863636,0.0072916034,0.0,0.058916047,0.046996865,0.06449746,0.01401617,0.25540504,0.10255507,0.32218227,0.0,0.0,0.013589473,0.0,0.0064261295,0.0,0.007069078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021701368,0.00025260737,0.0,0.001690307,0.0,0.0,0.0,0.0
NMNAT3,0.10166531,0.040146757,0.011209519,0.050402768,0.042032287,0.0,0.09587461,0.017162923,0.02117065,0.012529745,0.024162468,0.049600594,0.008096364,0.25505444,0.058064446,0.19914424,0.045884777,0.20401734,0.13216193,0.0395311,0.31378987,0.04566813,0.20869827,0.04989628,0.35398847,0.052140057,0.21248613,0.051646505,0.1764526,0.07368121,0.33715993,0.041546524,0.004351089,0.060212996,0.06860452,0.054279324,0.031906597,0.029792864,0.14431378,0.12687701,0.020115947
RNF7,2.8256412,2.0974424,1.2923743,2.7283325,1.0155135,1.5386912,2.7026942,1.0526423,1.526622,1.6765506,2.7259712,1.8758706,2.247021,0.8542904,0.9970576,1.2454635,0.5520775,0.7130456,1.2362213,1.0085396,0.98136395,0.7904123,0.8497445,0.94900596,0.93473214,0.78604764,0.8050299,0.8518209,0.81542635,1.031793,0.94207394,2.5172086,2.1060474,2.62893,0.84065604,1.2216567,1.1242034,0.958612,2.489317,4.391233,2.4033005
FNDC3B,1.0376377,2.246329,1.7368612,0.45245495,1.4743772,1.5210775,0.41910672,2.0605462,1.8384343,1.8274113,0.797977,0.9439293,0.32598642,0.35713416,0.37087455,0.5267279,0.43105826,0.5217695,0.31198987,0.41291946,0.7886838,0.40189743,0.50941795,0.4394548,0.65712464,0.43427536,0.45196685,0.5859647,0.65483344,0.23037717,0.18645212,0.6166881,0.2384714,1.1806412,1.1420517,0.29498923,1.4993523,1.5867273,1.6042979,0.58943754,0.8618181
MRPL47,0.63792056,1.7700027,1.8407174,0.8886859,1.9182177,2.126862,0.6441423,1.7158756,1.5291259,2.048915,0.6301836,0.73514247,0.666151,0.26953056,0.8155076,0.42410183,0.7257166,0.27330476,0.4017117,0.67850983,0.38759914,0.75029343,0.58121365,0.6600266,0.62608653,0.6869668,0.53657216,0.752425,0.68170923,1.3896741,0.71198046,2.0044138,2.1168041,1.1212626,0.61083955,0.7204679,1.4621972,0.93471617,1.9417436,1.8794867,1.288891
FXR1,1.3720019,2.48683,4.327212,1.3019772,3.4249694,3.1292534,1.1086999,3.997939,3.0380192,2.5746307,0.67986965,1.3304745,1.1496475,0.74558836,1.4803978,0.68197924,1.435826,1.0725063,0.9033414,0.7226806,0.6262961,1.0422677,0.6947501,0.7449243,0.5184972,0.89595664,0.7860744,0.94207245,0.42423564,1.4533128,0.83073545,1.0209649,2.0743017,0.90555304,1.7275387,0.5079985,2.3540866,1.841753,2.358505,1.4407647,1.3480207
AP2M1,1.9997977,1.960093,0.7683977,2.2356308,0.78911716,1.1397067,2.2317865,0.870424,1.6289073,1.5831515,2.031265,1.934183,2.7564683,0.67323273,1.0155264,0.87285346,0.6469006,0.71000594,1.0331635,0.9171479,0.94187903,0.9917184,0.93508774,0.93427795,0.85357076,0.9577475,0.90481603,0.8015426,1.1203953,0.7397451,1.3873467,7.7422986,7.054595,3.3090935,2.133447,0.6946113,2.4726512,2.0857484,2.118601,8.929586,3.2439456
ALG3,0.2528147,0.1374664,0.11858099,0.2198653,0.09707765,0.16188441,0.17975664,0.04504535,0.14792415,0.15965,0.37127936,0.27446306,0.36211604,0.14485587,0.16243093,0.22681932,0.09858873,0.1454067,0.11388621,0.16550714,0.17813116,0.059030063,0.07891739,0.08646255,0.16613719,0.04726988,0.04181649,0.07193836,0.17855883,0.015044496,0.07728615,1.6623937,1.6703761,0.3402981,0.44737718,0.18099557,1.4085488,0.7138374,1.0153786,2.9653153,0.63846606
NCBP2,0.69213814,0.51266307,0.62412524,0.7966151,0.4742982,0.53103715,1.0047317,0.59382063,0.5981777,0.51161635,0.6562809,0.7739799,0.7518302,0.4148301,0.49394795,0.3812063,0.45762572,0.5642298,0.57079494,0.47175914,0.33417022,0.39791074,0.5530005,0.3866158,0.536864,0.45425975,0.7944498,0.50837445,0.6456026,0.37418973,0.57260966,1.8871241,3.0885987,0.94542235,1.1583464,0.5214957,1.53478,1.0972961,1.2790077,0.99897903,1.5544266
ANAPC4,0.14068016,0.061364684,0.075980134,0.13460225,0.09994828,0.045752577,0.121961825,0.10253357,0.16655385,0.12680402,0.11120571,0.24077135,0.36218625,0.1435453,3.3944933,0.38375172,1.6179302,0.15445668,0.22104084,3.9312654,0.39290786,2.7480621,0.47668284,4.0886025,0.30952847,2.7842972,0.48500934,4.0673995,0.27355555,1.822335,0.13595283,0.09364316,0.087299146,0.15180385,0.19911735,0.3080524,0.08835974,0.08140603,0.060499348,0.04206354,0.01490051
SLC34A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7937901,0.31520548,1.5372434,0.18614963,0.5337491,0.74021524,0.1678729,0.7080752,0.17598917,0.49886164,0.19897157,0.62180954,0.18070325,0.5920596,0.21386878,0.46211645,0.29820406,0.46417108,0.20322487,0.0573563,0.0,4.5312567,1.1655335,0.37799364,1.8735349,0.52019936,0.7469247,0.0
PCDH7,0.03077278,0.021090975,0.0,0.004284496,0.042912982,0.08227828,0.008336583,0.10246899,0.024042621,0.017142791,0.0,0.048367057,0.020216743,0.39071983,0.7667079,0.28893068,1.0011554,0.45139477,0.42942315,0.5996813,0.37741172,0.6966966,0.3425529,0.72939456,0.3602644,0.75569713,0.38672644,0.71216303,0.31749368,0.8837691,0.09360673,0.4892336,0.05788532,0.0,1.4575411,0.67463243,0.5941778,0.4384459,0.5202183,0.22590262,0.044005565
LIMCH1,0.21187928,0.18529369,0.42423314,0.20128895,0.15836091,0.20983468,0.18508343,0.36583763,0.36077112,0.32481292,0.13525628,0.05947868,0.094956465,0.2503072,0.84613526,0.18317568,1.1332492,0.19997261,0.14761871,1.3641531,0.31438994,1.7288643,0.21809906,0.9519958,0.269906,1.5228579,0.34605718,0.9325305,0.07729263,0.72504723,0.11474401,0.16718423,0.22504872,0.14464478,0.26809755,0.3206031,0.3154285,0.40585536,0.6003013,0.19890438,0.40858275
RASL11B,0.59516114,1.7550833,1.6062794,0.42605278,1.281507,1.9444547,0.28499973,2.5297258,1.115319,0.95824504,0.42443192,0.40138945,0.33343437,0.08045339,0.0,0.018870765,0.01429671,0.050268624,0.0,0.0097780675,0.0,0.021717912,0.032117292,0.0,0.029332858,0.0040543587,0.0089610685,0.023212489,0.01380543,0.0,0.0024861668,0.049262635,0.066471525,0.009311658,0.014149453,0.0007893422,0.023085374,0.0063977838,0.00014442533,0.013470353,0.17900068
CHIC2,0.72494555,3.0213742,2.7842035,0.717788,3.3657756,2.6557655,0.7553889,5.0591927,2.0033438,2.8169425,0.7062741,0.4689618,0.6936013,0.14549388,0.64431536,0.30641645,0.7682308,0.61765695,0.052110508,0.4904215,0.43954805,0.08387823,0.026119694,0.6916696,0.6064792,0.06723223,0.11005158,0.82422394,0.5501898,0.23738341,0.07050488,0.22771972,0.19556119,0.06722105,0.118845955,0.2875402,0.1291837,0.18050334,0.07621324,0.20647962,0.05612429
LINC01088,0.016937234,0.011267158,0.0,0.014795893,0.0,0.0,0.0024365168,0.0,0.0,0.0,0.0,0.014671124,0.0,0.0,0.12522422,0.024958048,0.31914383,0.024687212,0.0017675479,0.122207016,0.0,0.17308027,0.018167969,0.1437564,0.005012387,0.14522494,0.016214125,0.1061482,0.018136125,0.42421576,0.0,0.00478492,0.0,0.0,0.0,0.0,0.0,0.0,0.00044280585,0.0,0.0
SEC31A,1.9022574,1.7562695,1.1810017,1.217814,0.8145746,1.2903308,1.5102506,0.7263348,1.0974408,1.1861349,2.2099333,2.5790193,1.8576802,0.60116947,0.5268056,0.6438796,0.5276154,0.5223791,0.84019744,0.77128285,1.2481657,0.5787115,0.8595888,0.61004514,0.9639824,0.66237,1.0108111,0.695559,0.77491087,0.62761164,0.3325312,0.68133473,0.3771145,1.803254,1.3517206,1.3984139,0.9239572,1.0269729,0.647791,0.32182017,0.5177789
CDS1,0.1759805,0.17282104,0.163423,0.10643435,0.2242788,0.19094384,0.24214046,0.32313156,0.118238546,0.22032796,0.18133311,0.070358925,0.1591316,0.34070876,2.6712756,0.37014088,2.4330673,0.40053198,0.15912293,2.9380639,0.48790777,2.350684,0.53766614,2.8867624,0.19894047,2.3259149,0.38585296,2.688728,0.22068508,1.7036926,0.052185934,0.4453129,0.14529556,0.020440703,0.16186088,0.49027222,0.22773218,0.18247493,0.17443813,0.09252124,0.109584324
PPM1K,0.30925828,0.19020534,0.5739618,0.22326487,0.36386627,0.24970412,0.39437357,0.40959048,0.3493361,0.25009766,0.3578548,0.48257348,0.25044635,1.2178732,0.35232493,1.4149615,0.5458341,0.7622782,0.73629266,0.49035403,2.060706,0.26335242,0.6030002,0.549651,2.1770756,0.23718819,0.59259206,0.44671926,1.3063706,0.31054172,1.5781317,0.07841199,0.06906996,0.41091573,0.13677314,0.32843652,0.117565125,0.10567242,0.15226619,0.04755583,0.16526636
UBE2D3,2.7113335,6.878454,6.860255,3.246918,6.162202,6.0264835,3.0553691,6.3726993,9.237411,9.475996,2.5438864,2.3084958,3.0229726,1.8631243,3.376734,2.304546,2.7244186,2.1989384,1.8549986,3.1083145,2.665754,2.609841,2.463316,3.3152125,2.9769042,2.766203,3.311974,3.9512317,4.053765,2.7960389,2.3775592,2.6584642,2.056735,2.7202737,1.9511636,1.4760532,1.3896024,1.423574,2.054521,1.359818,2.5185473
USP53,0.113423504,0.23128323,0.6308113,0.12027465,0.7845502,0.22202526,0.16274878,0.37820083,1.0120876,0.42014697,0.088588014,0.13008091,0.106553294,2.5744984,0.845342,4.223215,0.9366873,3.789691,3.6004868,0.5758493,3.6914444,0.506945,2.1893842,0.5679502,5.282924,0.4878686,2.1958523,1.0179628,3.5580583,1.1610358,4.9096594,0.2814141,0.27956542,0.1300656,1.6977676,0.3511646,0.17411833,1.116956,0.43267795,0.08857738,0.047972675
LINC01091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003854822,0.0,0.0,0.0,0.019363979,0.42725,0.014998276,0.6881352,0.07719562,0.0411839,0.5696763,0.044510305,0.60952777,0.0229956,0.5566961,0.0,0.48972437,0.021216508,0.60311824,0.0,0.8828711,0.0029433912,0.014747579,0.0039043832,0.0,0.006043626,0.039439302,0.004530898,0.0104546575,0.07990278,0.0072767935,0.05432072
INTU,0.17198095,0.074163914,0.08632772,0.13506699,0.030606234,0.13022062,0.087485574,0.1138245,0.11843019,0.115625575,0.11079157,0.30215505,0.08411192,0.14774592,0.46687832,0.14357093,1.1551313,0.2495713,0.22259048,0.8729299,0.15971293,1.2771573,0.343235,0.65949327,0.19984032,1.129318,0.2477523,0.79887086,0.104667716,0.89776444,0.06954083,0.06927277,0.014548167,0.11942422,0.41654843,0.0716034,0.13505736,0.12571709,0.34829137,0.044728946,0.17298104
NDUFC1,0.6688259,0.5845109,1.7494899,3.0729558,0.88004726,1.1065911,1.9592938,1.0400968,1.892958,1.6283802,3.3740242,1.938013,3.2176921,1.7082123,4.93678,3.7021322,5.5950546,2.6667268,2.5267825,3.8336067,2.295392,4.5958734,2.1054142,4.620345,2.6819656,4.155281,2.3583379,4.1636553,3.439799,5.3073516,3.3400555,0.40752673,2.0348666,2.7524903,2.502764,3.4616425,1.0781156,1.474725,2.588497,1.7624373,1.6463724
TBC1D9,0.11377884,0.36718556,0.6328377,0.052187406,1.1789418,0.51936686,0.17444928,0.938403,0.3099924,0.5073071,0.10912981,0.19547527,0.05394918,0.05718803,0.157364,0.15985511,0.17152849,0.155787,0.08424188,0.25364977,0.3046883,0.26912478,0.13381006,0.26723558,0.16394505,0.26319402,0.14087524,0.1687525,0.15799163,0.26060453,0.1017239,0.17326951,0.02861962,0.17285827,0.38667256,0.08014744,0.122133434,0.13064598,0.12841797,0.047982972,0.031717036
TTC29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032223642,0.9596118,0.021886759,0.5538926,0.005924019,0.0,0.44118488,0.0,0.66088265,0.0122297285,0.42104745,0.0,0.6274614,0.00879464,0.5024918,0.0,0.72291756,0.0,0.0,0.0,0.0,0.00028937915,0.0,0.00026347267,0.0,0.069337755,0.0,0.0
LRBA,0.14126144,0.1043914,0.23617502,0.15235253,0.13728872,0.1456928,0.1766466,0.14638875,0.13692449,0.11995987,0.17284632,0.15276839,0.20565999,0.13505203,0.40496647,0.23103705,0.66323996,0.13384335,0.15246814,0.7168289,0.27064696,0.8872942,0.2679029,0.7219752,0.09958981,0.8661778,0.23248991,0.6343947,0.15067765,0.2952765,0.07834528,0.39299023,0.18017742,0.17865245,0.8373121,0.49156338,0.19313243,0.300611,0.8101394,0.09357184,0.14482504
TIGD4,0.0,0.0,0.0,0.017311351,0.0,0.0,0.0,0.0,0.0,0.0050508203,0.0,0.002140533,0.0,0.019807767,0.052373815,0.039472703,0.12551485,0.024040762,0.0060807085,0.10508025,0.0,0.11283521,0.020072643,0.09975082,0.0,0.12419378,0.011522176,0.07706,0.0011615333,0.055301692,0.0,0.010384123,0.0,0.0,0.016373476,0.010559745,0.0048558847,0.013026304,0.09566138,0.008538144,0.0
MAP9,0.086640604,0.041793846,0.23163274,0.23742157,0.23200572,0.24665765,0.16291432,0.22335735,0.2080666,0.14591871,0.1456552,0.05974161,0.14592713,0.17781322,0.8648951,0.42024162,1.4515013,0.29162562,0.25212744,0.98152477,0.19541982,1.4156777,0.20161243,1.1428496,0.19225602,1.4122756,0.21290113,1.1100321,0.18509972,0.7558949,0.2402882,0.16018331,0.28200224,0.2572146,0.36026514,0.5222026,0.30702624,0.24717428,0.7300401,0.11729597,0.24701636
RAPGEF2,0.20413736,0.5020384,0.48186657,0.17312957,1.0022998,0.65270054,0.1417131,0.9003164,0.45898384,0.39282444,0.16547617,0.13072488,0.16612999,0.15735897,0.12365756,0.10886658,0.21740057,0.12740588,0.14803159,0.17900044,0.058498394,0.25654128,0.25239798,0.15830581,0.15096377,0.20044708,0.14718053,0.1731614,0.07738534,0.107823946,0.05728967,0.038529813,0.015315791,0.09645442,0.21457814,0.16415153,0.1037432,0.089842945,0.2280018,0.052896746,0.067419685
NEK1,0.16494831,0.34665495,0.22322716,0.16471435,0.32530373,0.35369015,0.24099314,0.12949437,0.27366397,0.2339766,0.14235425,0.13768886,0.152023,0.0839443,0.55253565,0.12080201,0.7446809,0.116423145,0.098633446,0.7135731,0.027264735,1.3509579,0.17555995,0.6551786,0.11581038,1.2562963,0.09263529,0.5842519,0.13710956,0.69135636,0.067970805,0.05375687,0.025475856,0.09133242,0.12608172,0.16141592,0.11140273,0.06259859,0.18853919,0.046417784,0.07175839
AC097534.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02649647,0.42060176,0.064327054,0.5693809,0.0021922512,0.009298283,0.40321317,0.0,0.36008838,0.01184521,0.2516411,0.0,0.35045493,0.07308835,0.17012851,0.020007642,0.3071098,0.01749061,0.029329155,0.040960055,0.0,0.0,0.0,0.0,0.0,0.09205982,0.0,0.0
FBXO8,0.040180784,0.070897,0.128337,0.12616503,0.2550793,0.20079593,0.1520613,0.232994,0.17841886,0.18984164,0.039484054,0.07363531,0.05169287,0.062822096,0.46670905,0.23794828,0.39641732,0.09652816,0.16059798,0.43743017,0.1316267,0.37205657,0.1633877,0.4811301,0.14437033,0.45461717,0.20858558,0.6011868,0.17975026,0.5111696,0.14006822,0.092630744,0.18988289,0.11368094,0.116281115,0.25275868,0.14737554,0.10650147,0.083798245,0.118456595,0.08439022
WDR17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014781063,0.044371553,0.006202092,0.04551583,0.0048245294,0.0,0.07417481,0.0,0.12700567,0.0035522922,0.1716864,0.0,0.10078038,0.014698501,0.07926118,0.0,0.1165966,0.0,0.023950182,0.0067813904,0.0,0.0005705802,0.0,0.018431561,0.0,0.0022625371,0.0013533445,0.0
SPATA4,0.029649906,0.0,0.0,0.0,0.0,0.0,0.0050383965,0.0,0.0,0.0,0.0071471096,0.008241569,0.0,0.007285358,0.50142115,0.009165562,0.44315335,0.028091539,0.019015314,0.32930833,0.0,0.49080208,0.013601104,0.27098322,0.0,0.50737333,0.030751508,0.1557185,0.0,0.49338502,0.0,0.0,0.0,0.0,0.00030919362,0.0006149298,0.0033177712,0.0,0.0020105897,0.00026237822,0.0
DCTD,0.52350444,0.42161328,0.40586585,0.45755494,0.25132573,0.4586767,0.5938739,0.32110807,0.52867424,0.4534171,0.5430121,0.56235754,0.49350673,0.321146,0.19043662,0.21315752,0.15925336,0.3333232,0.21069773,0.22337426,0.32518628,0.17827183,0.35311082,0.24974495,0.14741303,0.17369069,0.25591823,0.21781182,0.41829318,0.10110351,0.2377643,0.269161,0.48333198,0.81182796,0.28239447,0.94191563,0.30691245,0.11477176,0.20793283,0.31780973,0.34235454
CDH12,0.019163605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21295625,0.014190215,0.16908002,0.0024491388,0.077367544,0.14002736,0.027834874,0.10379741,0.022128347,0.21630947,0.04792478,0.13413696,0.011041083,0.18407856,0.033631645,0.14775734,0.0026263024,0.04808524,0.010486068,0.1348209,0.0018805276,0.0006659593,0.002251719,0.0048548426,0.00074997434,0.0031114079,0.0,0.0
RPL37,7.930559,8.724025,19.777086,17.636957,17.101395,18.601778,13.26339,12.297233,21.920647,13.887087,18.190685,18.764269,16.940786,46.565594,16.659803,33.259186,16.662619,45.06471,55.388462,13.503733,23.948318,14.489057,41.227257,14.088928,36.909794,15.072275,42.07046,13.580928,39.66816,22.236877,53.264465,10.397105,25.503351,26.418154,22.661346,39.89245,26.374437,19.758509,11.643974,63.429657,26.870832
FST,4.749553,1.1838548,1.0991911,2.7354753,1.3094649,1.9501439,2.4062324,1.7385572,0.5437696,0.74127346,3.9883776,3.5255978,2.0636985,0.050626997,0.024664067,0.0,0.028083254,0.0,0.0,0.0014315101,0.0,0.00424392,0.02151808,0.020897236,0.0,0.0,0.028283594,0.0012181685,0.0,0.009919671,0.0,0.0851294,0.0,1.9537051,1.161902,0.01181198,0.032688785,0.00050944014,0.0071935398,0.22771502,0.0
RGS7BP,0.0,0.0,0.0,0.0,0.0,0.0,0.008255792,0.0,0.0,0.0,0.0,0.0,0.0,0.060521085,0.0030471087,0.08508307,0.0034498223,0.10189985,0.06241661,0.021492984,0.33253247,0.0026584375,0.07981056,0.0,0.029014742,0.007937065,0.049352307,0.014442348,0.056544907,0.0032849968,0.05856434,0.0,0.0,0.0,0.0010762152,0.016214877,0.0035139953,0.0050472096,0.0011352402,0.0017015106,0.0
